termid,courseid,title,all_listings_string,area,prereqs,descrip
"1142","002991","Evolution and Catastrophes","GEO 365","STN","One 200-level GEO course or Geosciences Freshman Seminar..","This course introduces students to the evolution of life and mass extinction's based on a broad survey of major events in Earth history as revealed by the fossil record. Concepts and techniques of paleontology are applied to all aspects  including colonization of the oceans  invasion of land  mass extinction's and evolutionary radiations. The roles of major catastrophes in the history of life are evaluated  including meteorite impacts  volcanism  climate change  and oceanic anoxia."
"1142","011684","Queer Theory","ENG 396 GSS 396","LA","","In this course  we will read extensively in the interdisciplinary field of queer theory  from its emergence two decades ago to its present-day articulations. We will explore what is meant by \"queer \" what relation it may or may not have to \"homosexuality\" and \"gay\" and lesbian \" and what challenges it poses to a politics of identity. We will also interrogate the category of \"theory\" itself--what it is  what it does  and what kinds of literary or historical interventions it can perform. Particular attention will be paid to the queering and de-queering of public space."
"1142","001206","Creative Writing (Fiction)","CWR 203","LA","Please visit the Lewis Center Creative Writing website for application information. Application deadline is April 12  2013..","The curriculum allows the student to develop writing skills  provides an introduction to the possibilities of contemporary literature and offers a perspective on the place of literature among the liberal arts. Criticism by practicing writers and talented peers encourages the student's growth as both creator and reader of literature."
"1142","002122","Advanced Topics in Computer Science - Applied Probabilistic Modeling","COS 597","","COS513.","Study how to use probability models to analyze data  focusing on mathematical details and the technology that implements them. Topics include large scale interference  model diagnostics and selection  Bayesian nonparametrics  and data visualization. Students study applications to biology  political science  the digital humanities  and others. Students develop an applied case study."
"1142","012121","Policy Research Seminar","WWS 403","","","The junior policy research seminar serves to introduce departmental majors to the tools  methods  and interpretations employed in policy research and writing. Students may choose from a range of topics."
"1142","012479","Mathematical Modeling in Biology and Medicine","EEB 325","","One year of calculus required. However  at the beginning of each new topic  a short tutorial will be given to explain any new concepts and insure that all students have the necessary tools. Ability to use computing software (e.g. Mathematica) encouraged..","How can mathematical modeling help to illuminate biological processes? This course examines major topics in biology through the lens of mathematics  focusing on the role of models in scientific discovery. Students will learn how to build and analyze models using a variety of mathematical tools. Particular emphasis will be placed on evolutionary game theory. Specific topics will include: the evolution of cooperation and of social behavior from bacteria to humans; the evolution of multicellularity; the somatic evolution of cancer; virus dynamics (within host and within populations); and multispecies interactions and the evolution of mutualisms."
"1142","007932","Seminar on Education-Theory and Practice","TPP 401","","Prerequisites: See Teacher Preparation Program requirements. Course requires admission into the Teacher Preparation Program. Enrollment limited to students doing their practice teaching (TPP 402) except by special permission from the program director..","Seminar taken concurrently with Practice Teaching (TPP402). Students investigate the processes of curriculum development and implementation  develop learning goals and rubrics for assessment  study national and local issues in education and their impact on schools  examine current philosophies and effective practices  reflect on their work and evaluate their performance as practice teachers."
"1142","005099","Elementary Modern Greek I","HLS 101 MOG 101","","","To set the foundations for acquiring a command of spoken and written Modern Greek. Equal emphasis will be given to speaking  reading  and writing."
"1142","004149","Multivariable Calculus","MAT 201","QR","MAT 104 or equivalent..","Vectors in the plane and in space  vector functions and motion  surfaces  coordinate systems  functions of two or three variables and their derivatives  maxima and minima and applications  double and triple integrals  vector fields and Stokes's theorem."
"1142","001449","Economics and Politics","ECO 520 POL 577","","","Focused on analytical models of political institutions  this course is organized around canonical models and their applications. These include: voting models  menu auctions  models of reputation and cheap talk games. These models are used to explain patterns of participation in elections  institutions of congress  lobbying  payments to special interest groups and other observed phenomena."
"1142","001066","Intensive Elementary Chinese","CHI 103","","","Designed for students who already have some familiarity with spoken Mandarin. The course will emphasize reading and writing skills  and how to analyze grammar. Students who speak Mandarin with non-standard accents will be trained in standard pronunciation."
"1142","000535","Northern Renaissance Art","ART 219","LA","","The course surveys painting  prints  and art theory in the Netherlands  Germany  and France c. 1300-1550. Emphasis is upon the work and reception of major figures such as Van Eyck  Bosch  Dürer  and Bruegel."
"1142","005173","Modern Physics II: Nuclear and Elementary Particle Physics","PHY 406","STN","PHY 304 and 305.","Introduction to the Standard Model of particle physics describing elementary particles and their interactions. Specific topics include symmetries and conservation laws; electromagnetic  weak  and strong interactions between quarks  leptons  and gauge bosons; and experimental methods in particle physics. Selected topics covering current research in high energy physics will also be discussed."
"1142","001043","Principles of Macromolecular Structure: Protein Folding  Structure and Design","CHM 542","","","This course will be taught from the scientific literature. We will begin the semester with several classic papers on protein folding. As the semester progresses  we will read about protein structure  stability  and folding pathways. The latter part of the semester will focus on recent papers describing new research aimed toward the construction of novel proteins from \"scratch.\" These papers will cover topics ranging from evolution in vitro to computational and rational design. The course will end by discussing the possibility of creating artificial proteomes in the laboratory  and further steps toward synthetic biology."
"1142","001477","Microeconomic Policy","ECO 581","","","oh  dear"
"1142","004984","Metaphysics - A Systematic Overview of Metaphysics and Mind","PHI 540","","","This seminar will be a systematic overview of the central questions in metaphysics and mind. Visitors will frequently be presenting their research work."
"1142","000986","Organic Chemistry I: Biological Emphasis","CHM 303","STL","CHM 201 and 202  or CHM 203 (or CHM 207) and 204  or CHM 215. Please contact Patrick Andrae (pandrae@princeton.edu) for all changes in lab and class sections after the completion of registration {OR} to add CHM 303 {OR} to be added to the waiting list for closed lab or class sections..","This course is designed as the first part of a three-semester sequence  CHM 303/304B and MOL 345 (biochemistry). CHM 303 will introduce the principles of organic chemistry  including the structures  properties  and reactivity of simpler organic compounds. The emphasis will be on the mechanisms of organic reactions  with examples taken from biology when appropriate to illustrate the principles. For a complete presentation of the subject  the course should be followed by CHM 304B in the spring."
"1142","005188","Introduction to Relativity","PHY 523","","","This course gives an introduction to Einstein's theory of general relativity. No prior knowledge of general relativity will be assumed  and an overview of the differential geometry needed to understand the field equations and spacetime geometries will be given. Beyond this  topics covered will include black holes  gravitational waves  and cosmological spacetimes."
"1142","003900","Advanced Italian","ITA 107","","ITA 102 or Instructor's permission..","This course is designed to help the student who already has some background in Italian to develop greater facility in speaking and writing Italian on an advanced level. Principally oral approach. Classes are conducted entirely in Italian."
"1142","010087","Third-Year Modern Chinese I","CHI 303","","CHI 107 or permission of instructor.","Designed to further develop the student's overall language skills through reading and discussion of contemporary affairs published in Chinese newspapers."
"1142","000490","Intermediate Arabic I","ARA 105","","ARA 102 or the equivalent  with the permission of the Department..","This course builds on the skills developed in Elementary Arabic. Students in this course work to improve their proficiency in speaking  listening  reading and writing. We will focus primarily on Modern Standard Arabic in reading and writing  but dialectical forms will be used in informal speaking and listening exercises."
"1142","000330","Integrated Building Studios","ARC 503","","","Explores architecture as a social art and the spatial organization of the human environment. Projects include a broad range of problem types  including individual buildings  groups of buildings  urban districts  and landscapes."
"1142","010203","Policy Analysis: Selected Topics (Half-Term) - State and Local Finance","WWS 593","","","Examines budgeting and finance at the state and local level of government. Topics include: budget structure and process; decision makers within the political and economic environment; debt  capital planning and bond financing; revenue structures supporting expenditures. Tax policy and associated tradeoffs between tax equity and efficiency and spending and program needs are also examined. Two case studies are utilized---one related to state and local tax policy and one related to budgetary decision-making."
"1142","006991","Topics in Policy Analysis (Half-Term) - Surveys  Polls and Public Policy","WWS 593","","","Course aims to improve students' abilities to understand and critically evaluate public opinion polls and surveys  particularly as they are used to influence public policy. Course begins with an overview of contrasting perspectives on the role of public opinion in politics  then examines the evolution of public opinion polling in the US and other countries. Class visits a major polling operation to get a firsthand look at procedures used for designing representative samples and conducting surveys by telephone  mail and Internet."
"1142","012506","Topics in Middle East History - Modern Syria","HIS 518 NES 519","","","This graduate seminar examines key historiographical and methodological issues in modern Middle Eastern history. Based on student interest  themes and materials may vary. Based on student interest  readings in Arabic will be added where appropriate."
"1142","011736","Roots of Human Trafficking: Imperialism  Modern Slavery  and Africa","HIS 404","HA","","This seminar explores human trafficking in the modern world. It examines how the car and bicycle industries were intimately linked to exploitation of forced labor overseas. Imperialism and the global economy led to the expansion of human trafficking; yet bondage is a unique experience for women  men  and children. Today more than 27 million people are held  sold  and trafficked as slaves around the world. This course discusses the similarities and differences between contemporary and historical slavery and analyzes why and how slavery persists today. Readings include accounts of people held in bondage and case studies."
"1142","008343","Utopias  Dystopias  and Manifestos","WRI 133","","","See the Princeton Writing Program website."
"1142","012495","The History of Mathematics","MAT 301","HA","MAT103  104 or equivalent. Students unfamiliar with mathematical analysis MAT215 and abstract algebra MAT345 should be prepared for extra reading in preparation for the second half of the course..","Seminar will examine themes and ideas from the history of mathematics spanning the entirety of human history  from the oldest surviving written texts (numbers on clay tablets) to the present  with a focus on the mathematics of modern Europe. We will examine key debates and turning-points both within mathematics and in approaches to the history of mathematics as we develop a nuanced approach to understanding the historical relationships between mathematical practitioners and their theories  values  cultures  and circumstances."
"1142","010139","Advanced Drawing: The Figure","VIS 401","LA","Introductory Drawing  or Introductory Painting  or Introductory Sculpture  or Introductory Photo  or Introductory Video..","Through careful observation  this class will focus exclusively on human figure and purse the development of a strong sense of bone structure  muscle contours and light. From this perceptual foundation  students will be encouraged to develop independent points of view. Assignments will loosely revolve around themes of narrative  abstraction  expression  and conceptual strategies. Primary source material will be live models in class  but photography  video and collage may also be utilized. Study of figurative issues in contemporary art will complement the course projects."
"1142","000563","Medieval Architecture","ART 315 ARC 315 HLS 315","LA","","A survey of medieval architecture and urban design from ca. 300 to ca.1500 A.D. The aim will be to explore the major developments in religious and secular architecture in the West and in Byzantium from Early Christian times to the Renaissance. Various aspects of architecture will be considered (patronage  functional requirements  planning  form  structure  construction techniques  symbolism  decoration) with the aim of attaining as complete an understanding as possible of architectural developments and urban design in their historical context."
"1142","012150","Functional Analysis","MAT 520","","MAT 314/320  332; MAT 317/330 or MAT331/335 helpful but not required; or permission by instructor..","Basic introductory course to modern methods of analysis. Specific applications of methods to problems in other fields  such as partial differential equations  probability  & number theory are presented. Topics include Lp spaces  tempered distribution  Fourier transform  Riesz interpolation theorem  Hardy-Littlewood maximal function  Calderon-Zygmund theory  oscillatory integrals  almost orthogonality  restriction theorems & applications to dispersive equations  law of large numbers & ergodic theory. Course also discusses applications of Fourier methods to discrete counting problems  using Poisson summation formula."
"1142","012541","Mental Health as a Social Mirror: Social Inequalities  Social Contexts  and Life Histories","SOC 538","","","Course will examine mental health as a social mirror  with emphasis on three themes: social inequalities  social contexts  and life histories. The course will mix issues emanating from the distinction between disorder as a category vs. distress as a continuum debate  and thus the traditional epidemiology of mental health with sociological concerns about the study of mental health -- with an eye on the need to insert mental health into the larger discourse of the discipline."
"1142","012080","Early Christian Biblical Interpretation","NES 344","HA","No prerequisites  or restrictions. Primary sources will be read in English translation..","In this seminar  we shall study the ways in which the Christian Bible  comprising the Old and the New Testament  was interpreted in the early Church. After a broad survey of the history of Biblical interpretation to the end of the sixth century  we shall focus on the exegesis of specific Biblical themes (The Creation Narrative; the Story of Cain and Abel; the Sacrifice of Isaac; themes from the Book of Daniel; the Adoration of the Magi; Christ's Entry into Jerusalem; Lazarus and the Rich Man). Primary sources will be read in English translation."
"1142","003150","Studies in German Language and Style: Society  Politics  and Culture in Germany  1890-1945","GER 207","","GER 107 or permission of the instructor..","This course offers intensive practice of spoken and written expression in German  as well as an introduction to developments in modern German culture from the periods of the Kaiserreich  the Weimar Republic  and National Socialism. Course materials include essays  speeches  literary works  art  and film from 1890 to 1945. Emphasis is on active class discussion  regular writing practice  and advanced grammar. All readings  class discussions  and course assignments are in German."
"1142","002123","Advanced Topics in Computer Science - Topics in Algorithms","COS 597","","","Study of current research in algorithms  focusing on optimization problems. Topics are drawn from applications of mathematical programming techniques  advances in spectral methods and approaches to go beyond worst case analysis. Other topics may be included depending on the interests of the participants."
"1142","000283","Introduction to Architectural Thinking","ARC 203","LA","","The objective of this course is to provide a broad overview of the discipline of architecture: its history  theories  methodologies; its manners of thinking and working. Rather than a chronological survey  the course will be organized thematically  with examples drawn from a range of historical periods as well as contemporary practice. Through lectures  readings  and discussions every student will acquire a working knowledge of key texts  buildings and architectural concepts."
"1142","008152","Advanced Persian Reading I","PER 302","","Two years of Persian or permission of instructor.","This course is designed to improve the student's proficiency in the reading and comprehension of Persian texts. The emphasis is on reading and understanding and translating modern and classical prose. In the Advanced Persian course students are also expected to write essays in Persian during the course of the semester. Advanced Persian Reading class will be conducted in Persian."
"1142","008867","A Nation of Immigrants","WRI 159","","","See the Princeton Writing Program website."
"1142","005800","Topics in Environmental Studies - Building American Style: Land-Use Policies and Rules","ENV 305","","","Americans have built and preserved an astounding variety of environments. The course examines the evolving complex of incentives and regulations that drove the choices of where and how places developed. It focuses on the emergence of land-use and environmental planning as a way to encourage or discourage growth and to mitigate or intensify its environmental  social  and economic effects.We will examine the latest tools for building and protecting the American landscape. Case studies include Southern California  New Haven  the American Great Plains  and others. Analysis will be from historical  policy-oriented  and predictive perspectives."
"1142","012420","Painting Without Canvas","VIS 370","LA","Intro. Painting (VIS 203/204) and/or Intro. Drawing (VIS 201/202) and/or Intro. Sculpture (VIS 221/222) and/or Ceramic Sculpture (VIS 331) and/or Intro Photo and/or Intro Video/Film.","This course investigates painting as a medium in the widest possible sense; as pictorial representation  assemblage  concrete color  spatial intervention; installation  performance and multimedia. Students will look at an array of objects  practices  and techniques that challenge conventional definitions of painting throughout  an underlying question of \"what counts\" as painting will be examined. However  this class is neither a historical narrative nor a deductive reasoning of what painting is or might mean. Rather  these questions will evolve through the studio processes of experimentation  contemplation and making."
"1142","001484","O.P.R. Seminars","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1142","011394","Migration and the Literary Imagination","AAS 365 REL 362 ENG 394","LA","","This course will explore the various meanings of The Great Migration and mobility found in 20th century African American literature. Through careful historical and literary analysis  we will examine the significant impact migration has had on African American writers and the ways it has framed their literary representations of modern black life."
"1142","003936","Introduction to Classical Japanese","JPN 403","","Two years of modern Japanese..","Introduction to the fundamentals of classical Japanese grammar. This course trains students to read premodern Japanese historical and literary texts. Texts: Makura no Soshi  Taketori Monogatari  Ujishui Monogatari  Hyakunin Isshu  etc."
"1142","011922","Russian Language Pedagogy","SLA 535","","Open to Graduate Students Only.","A practical course required of graduate students who are teaching beginning Russian. The course will cover all issues relevant to the teaching of the language: phonetics  grammar presentation  efficient use of class time  class and syllabus planning  writing quizzes and tests. In addition to weekly meetings with the instructors  students will be expected to meet as a group to develop best practices for covering each week's material. An important part of the course will be instructor supervision of teaching."
"1142","009151","The Political Economy of Health Systems","WWS 597","","","This course explores the professed and unspoken goals nations pursue with their health systems and the alternative economic and administrative structures different nations use to pursue those goals. The emphasis in the course will be on the industrialized world  although some time can be allocated later in the course to approaches used in the developing countries  if students in the course desire it."
"1142","003531","Problems in Byzantine History - Byzantium in the 10th Century: The Age of Reconquest","HIS 542 HLS 542 MED 542","","","This course examines the sources and critically assesses the modern literature on the social  political and military history of the tenth-century Byzantine state at the height of its power  and seeks to understand the background to the recovery of Byzantine political strength at thattime  in the context of both internal social  economic and administrative developments  and in that of the wider political world  in particular  relations with Abbasid Caliphate and the regional emirates of Syria and Iraq  and with the various western powers with which Byzantium had dealings."
"1142","001799","Advanced Thermodynamics","CBE 503","","","Derivation of the laws of thermodynamics starting from postulates based on everyday experience. Application of thermodynamic principles to the solution of practical problems in modern chemical engineering. Microscopic and statistical basis of thermodynamics."
"1142","002566","Advanced Topics in Computer Engineering - Parallel Computation","ELE 580","","ELE375 or equivalent needed and good programming background. ELE 475 or equivalent recommended..","Course covers advanced parallel computer architecture and parallel programming. Multicore  many core and large multi-machine architecture and programming will be covered. Discussion-oriented class focuses on in-depth analysis of research papers and primary sources. Final project/paper required. Juniors  seniors  and graduate students from ELE  COS  and related fields welcome."
"1142","000326","Architecture Design Studio","ARC 501","","","Design Studio"
"1142","008366","Socialist Experiment and Its Legacies  The","WRI 148","","","See the Princeton Writing Program website."
"1142","012431","Drama Queens: Voicing Women (and Others) On Stage","MUS 280 GSS 217 COM 280","LA","Experience in any discipline that informs music-theatrical performance is welcome  and the ability to read music is not required. The instructors  a musicologist and composer  aim to gather a diverse student population  including undergraduate and graduate students  who can collaborate in interdisciplinary investigations..","This interdisciplinary  team-taught course examines the ways that female (and male) characters have been heard and seen on the operatic stage both past and present. We will examine performance conventions  gender identity  and the multidisciplinary aspect of opera  with some brief some excursions into film and popular idioms. Topics include artifice  agency  domesticity  desire  and violence."
"1142","006306","Dostoevsky","SLA 416","LA","","The goal of the course is to acquaint students with the evolution of Dostoevsky's writings. A multi-faceted approach is used for coming to grips with the works. The focus is on stylistic  ethical  religious  philosophical and political dimensions of his art as well as on ways in which Dostoevsky fits into the cultural milieu of his time. Both non-Slavic Department and Departmental students are welcome."
"1142","009747","Language of Love  The","WRI 188","","","See the Princeton Writing Program website."
"1142","010110","Intensive Fourth-Year Modern Chinese I","CHI 405","","CHI 305  CHI 306 or instructor's permission..","Reading and discussion based on Chinese scholarly journals  popular essays  and newspaper articles. Students are exposed to a variety of modern Chinese literary genres  as well as some of the major substantive issues that modern Chinese intellectuals have faced."
"1142","005374","Seminar in Comparative Politics - Democratization and Economic Reforms After Communism","POL 433","SA","","This course focuses on the two most important facets of the post-communist transition in Eastern Europe and the former Soviet Union: the political transition towards democracy (or new kinds of authoritarianism) and the economic transition towards capitalism. We will briefly discuss the pre-communist and communist background  and then focus on the explanations for the large geographic and temporal differences in reform patterns."
"1142","006842","Domestic Politics","WWS 521","","","An introduction to the political analysis of policy making in the American setting. The course includes theoretical and empirical analyses of political institutions  including executives  legislatures  and bureaucracies. It also examines the political environment in which these institutions operate  with special attention given to the role of public opinion  interest groups  and elections."
"1142","002918","The Classical Tradition - Women Writers of the 17th Century","FRE 515","","","Major works written by 17th century \"femmes de lettres\"  focusing on narrative and epistolary texts. Among the issues discussed: préciosité and galanterie  conversation and sociability  love and marriage  female education  anonymity and authorship  and the relation between history and fiction."
"1142","008947","Intermediate Swahili I","SWA 105","","SWA 101 and 102 or instructor's permission..","This second year Swahili course focuses on enhancing the communicative skills acquired in the first year. Instruction is done through reading  writing  speaking and listening activities on cultural content that review and consolidate already acquired language skills. The course infuses cultural and socio-political aspects of life in East Africa with more complex grammatical concepts such as the subjunctive  grammar infixes  and relative clauses. Students are also introduced to intermediate-level reading and writing in Kiswahili."
"1142","011729","The Avant-garde Century","FRE 375 ECS 375","LA","","A study of the French avant-garde movements from 1900 to the 1960s through encounters with literature  visual arts  cinema  and architecture.The course will be structured both chronologically and thematically for a deep exploration of the creations of the French avant-garde: from cubist painting and poetry  Futurism  Dadaism  Surrealism  to Lettrisme and the Internationale Situationiste  the students will be exposed to the most influential artistic experimentations of the 20th century. Topics will include the avant-garde magazine  the avant-garde performance  word and image  avant-garde and the city  the politics of the avant-garde  etc."
"1142","006061","Religion and the Tradition of Social Theory","REL 501","","","A critical introduction to developments in social theory that have influenced the academic study of religion  including the classic contributions of Marx  Durkheim  and Weber as well as more recent debates in anthropology and cultural theory. Required of  and designed for  first- and second-year graduate students in religion; others must receive the instructor's permission to enroll."
"1142","000623","Seminar. Medieval Art","ART 430 HLS 430 MED 430","LA","At least one course in any field of Art History is required from Art History majors. Students who are majors in other disciplines (History  Religion etc.) should seek permission from the instructor..","This seminar considers the implications of contesting and destroying the work of art. We will seek to understand manifestations of these phenomena as historical and philosophical/theological events. As we do this  we will problematize the power of verbal discourse over visual materials and give thought to the sacredness of art. Our focus will be on the debates found in primary and secondary readings that address the origins and nature of Byzantine iconomachy. Research papers will be able to address other manifestations of iconoclasm  including those from: the Carolingian period  later Medieval Europe  the Reformation  and the Modern era."
"1142","012501","Regional Conflicts in the Middle East","POL 467","SA","POL 240/WWS 312 (International Relations).","The course will address key issues of regional conflicts in the Middle East. The class will initially address the conceptual foundations of regional conflicts. We'll then study the historical foundations of the regional conflicts in the Middle East. We'll also analyze the role of the great powers in the region. We'll focus on the major factors which affect war and peace in the region: realist factors related to the regional balance of power  and also questions of state and nationalism. Finally  we'll discuss the likelihood and the implications of possible democratization  notably in the context of the Arab spring  on regional war and peace."
"1142","000405","Computing and Imaging in Architecture","ARC 574","","","This course on digital media infrastructure will explore breaking technologies of fabrication  modeling and design based on production pipelines pioneered by the film and gaming industries--pipelines we will author in CATIA  McNeel's Rhino/Grasshopper  and Bentley's Generative Components. A series of formal experiments will be carried out each culminating in the fabrication of rapid prototypes using the CNC mill and the InVision 3D printer  explicitly challenging conventional modes of practice and seeking insight into new forms of organization  techniques and operative procedures."
"1142","005808","The Art of Light: A creative exploration of the role of light in artistic expression","FRS 103","LA","","http://www.princeton.edu/pub/frs"
"1142","009323","Topics in French Cinema - Representations of the Holocaust in French Cinema","FRE 391 VIS 347","LA","","A study of the Shoah and its representation in French film from the 1950s to the 1980s. Topics to be discussed include the relation between history and memory  the communication of trauma  the crisis in French national identity  and the effect of technical and formal devices."
"1142","004878","Elementary Korean I","KOR 101","","No credit is given for KOR 101 unless it is followed by KOR 102. This is a 5 day/week course..","Elementary Korean is designed for beginning students who intend to build a solid foundation for further study in the Korean language. The course provides four balanced language skills - listening  speaking  reading  and writing - needed for basic communication. It emphasizes the ability to use Korean appropriately  and introduces students to useful information concerning culture and daily life in Korea."
"1142","011639","Topics in Modern South Asia - Subaltern Studies","HIS 523","","","This course explores special topics in modern South Asian history. The precise topic varies from year to year."
"1142","006760","Public Economics","WWS 307 ECO 349","SA","ECO 100 and ECO 101.","The role of government in promoting efficiency and equity in the U.S. economy. Conditions when markets fail to be efficient. Problems with government allocation of resources. Economic analysis and public policies regarding health care  education  poverty  the environment  financial regulations and other important issues."
"1142","011751","Scenic Design","THR 319 VIS 319","LA","","An introduction to the art and craft of scenic design for the stage and and exploration of the use of space as a medium of textual interpretation. Students will develop an ability to think about scenography as a way deepening and reinforcing an interpretation of a play or other form of performance event. While no experience in scenic design is anticipated  students will learn to create model renderings in order to acquire the creative  theatrical vocabulary needed to work with collaborators to turn a vision of text into a fully articulated visual world."
"1142","008341","Dangerous Music","WRI 131","","","See the Princeton Writing Program website."
"1142","001435","Microeconomic Theory I","ECO 501","","","First term of a two-term sequence in microeconomic theory. Topics include consumer and producer theory  choice under uncertainty and an introduction to game theory."
"1142","001463","International Monetary Theory and Policy I","ECO 553","","","This sequence (with ECO 554) develops core models of international finance and open-economy macroeconomics  and surveys selected current research topics in the field. Topics treated in the first semester include: the intertemporal approach to the current account; the determination of real exchange rates  and purchasing power parity; international CAPM and uncovered interest rate parity; sovereign debt crisis; speculative attacks and liquidity crises; international risk sharing and capital flows  home bias  and the stability of the international financial system."
"1142","002462","Electronic Circuit Design  Analysis and Implementation","ELE 203","STL","Freshman may enroll with permission of course instructor..","Introduction to electronic theory and practice. DC and AC circuit analysis theorems and passive and active components  from resistors/capacitors/inductors to operational amplifiers. Feedback  sinusoidal steady state analysis  frequency response  resonance  diodes  transistors. Labs and demos support and extend class material  culminating in a functioning radio. Creative circuit design using light and sound outputs is encouraged. A final project on bio-sensing  including design and testing of an electrocardiogram circuit to sense real heartbeats. SPICE circuit simulation is introduced and leveraged in the labs and project."
"1142","011782","Computation and Coding in Microcircuits: The Retina and Beyond","NEU 508","","","This lecture-style course will explore principles of neural computation and coding in microcircuits; the instructors will draw examples from the retina as well as develop analogies to other systems  in which circuit-level functions can be confidently connected to cellular and synaptic mechanisms. Quantitative experiments and computational models will be emphasized."
"1142","003301","Elementary Hebrew I","HEB 101","","No credit is given for HEB 101 unless it is followed by HEB 102..","To develop the skills of reading  speaking  comprehending and writing. The main emphasis is on acquiring communicative proficiency and therefore  Hebrew is progressively employed as the classroom language. A solid grammatical basis and awareness of the idiomatic usage of the language will be emphasized. Classroom activities include conversation  grammar exercises and reading. Towards the middle of the semester  an Israeli movie is shown  discussed and critized through a written assignment."
"1142","008374","Rebellion and Recognition","WRI 145","","","See the Princeton Writing Program website"
"1142","007999","Probability and Stochastic Systems","ORF 309 EGR 309 MAT 380","","MAT 201 or permission of the instructor..","An introduction to probability and its applications. Random variables  expectation  independence. Poisson processes  Markov chains  and Brownian motion. Stochastic models of queues  population dynamics  and reliability."
"1142","007960","Independent Study","CEE 375","","","Independent Study in the student's area of interest. The work must be conducted under the supervision of a faculty member and must result in a final paper. Permission of advisor and instructor are required. Open to sophomores and juniors. Must fill out Independent Study form."
"1142","012426","The New Barbarians","SLA 521","","","Course examines a variety of intellectual and artistic discourses of the late 19th - early 20th centuries that constellated around such topics as degeneration; the exhaustion of culture  the threat of a new barbarism; the primitive and atavistic; the instinctual (or the unconscious); the return to the pre-rational. It asks how and why modernity produces the inverted image of itself- the anti-modern."
"1142","002062","Computing for the Physical and Social Sciences","COS 323","QR","COS 126 or equivalent and MAT 104. Math 202  201 helpful but not required..","Principles of scientific computation  driven by current applications in biology  physics  economics  engineering  etc. Topics include: simulation  integration of ordinary and partial differential equations  iterative optimization algorithms  stability and accuracy issues. Students will pursue projects in a variety of fields  writing their own computer programs and also using higher-level tools such as Matlab."
"1142","009104","Journeys in Portuguese: Studies in Language and Culture","POR 208","","POR 109 or instructor's permission..","Designed as a journey through the Lusophone world this course seeks to present the Portuguese language in context by exploring historical  social  political and cultural aspects of Brasil  Portugal  and Lusophone Africa through the media  literature  film  music and other realia. Students will increase their fluency and accuracy in both written and spoken Portuguese  broadening their vocabulary and mastery of syntax through textual analysis  discussions  oral presentations and grammar review. An advanced language course and overview of the Lusophone world  POR 208 seeks to prepare students for further study of literature and culture."
"1142","002851","Intermediate French","FRE 105","","Typically two to five years of high school French. Appropriate score on the Princeton French Language Placement Test  or special permission of the Placement Officer..","The main objective of this course is to develop your listening  speaking and writing skills  while allowing you to strengthen your knowledge of contemporary French society and culture. There is a thorough review of French grammar and a wide range of communicative activities chosen to improve proficiency and give practice of newly acquired linguistic material. The course aims at building your confidence in French  while giving you a foundation for the understanding and appreciation of French-speaking cultures and exposing you to their rich literary and artistic productions. A wide range of authentic material will be offered  including films."
"1142","005299","Constitutional Interpretation","POL 315","SA","","A study of the structure of the American constitutional system and of the meaning of key constitutional provisions. Competing ideas about constitutional interpretation is a central focus of the course."
"1142","005436","Quantitative Analysis I","POL 571","","","This is a first course in statistics for social scientists. Students will learn to explore data creatively and to conduct straightforward statistical analyses. Basic probability and statistical theory will also be taught. There is no prerequisite except high school mathematics and a willingness to learn elementary calculus."
"1142","002335","Structure and Properties of Materials","MAE 324 MSE 324","","It is expected all students will have completed the BSE freshman requirements of chemistry  physics  and math or their equivalent. MAE 221 recommended but may be taken concurrently. Audit option available only for non-departmental students..","Relates to the structures  properties  processing and performance of different materials including metals  alloys  polymers  composites  and ceramics. This course also discusses how to select materials for engineering applications. This course satisfies the MAE departmental requirement in materials as well as the MSE certificate core requirement."
"1142","005122","Introductory Physics I","PHY 101","STL","Completion of laboratory experiments is mandatory. A working knowledge of algebra (up to quadratic equations) and trigonometry (solving triangles  vector projection) is required..","The course is concerned with an introduction to the fundamental laws underlying physics and having general application to other areas of science. The treatment is complete and detailed; however  less mathematical preparation is assumed than for PHY 103-104. Mechanics and thermodynamics are treated quantitatively with a special emphasis on problem solving. In the spring semester PHY 102 covers electricity and magnetism  optics and relativity using the topics treated in PHY 101."
"1142","008589","America and the Melting Pot","WRI 157","","","See the Princeton Writing Program website."
