termid,courseid,title,all_listings_string,area,prereqs,descrip
"1162","013336","Junior Colloquium (Non-credit)","REL 399","","","First semester junior majors participate in a non-credit colloquium with a member or members of the faculty. In addition to short assignments throughout the term that prepare majors to research and write a junior paper (JP)  students are expected to produce a five to seven-page JP proposal. The grade for the colloquium is factored into the final grade for the junior independent work."
"1162","001477","Microeconomic Policy","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1162","010471","Introduction to Indo-European","CLA 336 LIN 336","LA","Knowledge of at least one older Indo-European language will be helpful but is not required. The same holds true for knowledge of basic linguistic methods..","This course provides an introduction to the study of the Indo-European language family from both a historical and a comparative perspective. The emphasis will be on the phonology  morphology  syntax  and vocabulary of the earliest representatives (Ancient Greek  Latin  Vedic Sanskrit  Hittite  Old Irish  Old English  etc.) and what they have to tell us about Proto-Indo-European and the culture of the speakers of this reconstructed \"mother tongue.\""
"1162","004984","Metaphysics - Physicalism","PHI 540","","","Physicalism has been characterized in various different and not obviously equivalent ways  e.g.  as the claim that everything is (ultimately or at bottom) physical  that there is nothing \"over and above\" the physical  or that (perhaps with some qualifications) the physical facts determine all other facts. This seminar will survey different attempts to make such statements more precise  and will discuss some of the major challenges that physicalists face."
"1162","000986","Organic Chemistry I: Biological Emphasis","CHM 303","STL","CHM 201 and 202  or CHM 203 (or CHM 207) and 204  or CHM 215. Please contact Patrick Andrae (pandrae@princeton.edu) for all changes in lab and class sections after the completion of registration {OR} to add CHM 303 {OR} to be added to the waiting list for closed lab or class sections..","This course is designed as the first part of a three-semester sequence  CHM 303/304B and MOL 345 (biochemistry). CHM 303 will introduce the principles of organic chemistry  including the structures  properties  and reactivity of simpler organic compounds. The emphasis will be on the mechanisms of organic reactions  with examples taken from biology when appropriate to illustrate the principles. For a complete presentation of the subject  the course should be followed by CHM 304B in the spring."
"1162","006998","Topics in Policy Analysis (Half-Term) - Challenges in State and Local Health Policy","WWS 594","","Interested students should email regina@princeton.edu for enrollment information..","This course will address state and local regulation of public health and health care. It will explore the opportunities and limits of government intervention to promote health and addressing health care deficits  with case examples drawn from New York City  New Jersey and other city and state experiences. The course combines in-depth reading  discussion  lectures  and written assignments; readings will be drawn from current health policy literature  state and local government primary sources  and news analysis."
"1162","003196","Middle High German Literature II - Cross-Dressing and Courtship in Medieval Texts","GER 509 MED 509","","","What can \"gender trouble\" in medieval romance narratives reveal about ideologies of gender? Examining a range of behavior from outright cross-dressing (Roman de Silence) to the adoption of one or more attributes normally attributed to the opposite sex (Orgeluse in Wolfram's Parzival)  we will also engage with feminist theories of cross-dressing and gendered subjectivity (Garber  Butler  Moi). Students will explore how fictional narratives of the past can be used to critique and historicize current theoretical models  and  alternatively  how theoretical approaches can foster more nuanced readings of medieval text and context."
"1162","005188","Introduction to Relativity","PHY 523","","","This course gives an introduction to Einstein's theory of general relativity. No prior knowledge of general relativity will be assumed  and an overview of the differential geometry needed to understand the field equations and spacetime geometries will be given. Beyond this  topics covered will include black holes  gravitational waves  and cosmological spacetimes."
"1162","003900","Advanced Italian","ITA 107","","ITA 102 or Instructor's permission..","This course is designed to help the student who already has some background in Italian to develop greater facility in speaking and writing Italian on an advanced level. Principally oral approach. Classes are conducted entirely in Italian."
"1162","010087","Third-Year Modern Chinese I","CHI 303","","CHI 107 or permission of instructor.","Designed to further develop the student's overall language skills through reading and discussion of contemporary affairs published in Chinese newspapers."
"1162","000490","Intermediate Arabic I","ARA 105","","ARA 102 or permission of the Department..","This course builds on the skills developed in Elementary Arabic. Students in this course work to improve their proficiency in speaking  listening  reading and writing. We will focus primarily on Modern Standard Arabic in reading and writing  but dialectical forms will be used in informal speaking and listening exercises."
"1162","000330","Integrated Building Studios","ARC 503","","","Explores architecture as a social art and the spatial organization of the human environment. Projects include a broad range of problem types  including individual buildings  groups of buildings  urban districts  and landscapes."
"1162","010203","Policy Analysis: Selected Topics (Half-Term) - State and Local Finance","WWS 593","","","Examines budgeting and finance at the state and local level of government. Topics include: budget structure and process; decision makers within the political and economic environment; debt  capital planning and bond financing; revenue structures supporting expenditures. Tax policy and associated tradeoffs between tax equity and efficiency and spending and program needs are also examined. Two case studies are utilized---one related to state and local tax policy and one related to budgetary decision-making."
"1162","006991","Topics in Policy Analysis (Half-Term) - Surveys  Polls and Public Policy","WWS 593 SOC 585","","","Course aims to improve students' abilities to understand and critically evaluate public opinion polls and surveys  particularly as they are used to influence public policy. Course begins with an overview of contrasting perspectives on the role of public opinion in politics  then examines the evolution of public opinion polling in the US and other countries. Class visits a major polling operation to get a firsthand look at procedures used for designing representative samples and conducting surveys by telephone  mail and Internet."
"1162","013273","What Was African American Literature? Reading Black Literature in the 21st Century","ENG 319 AAS 319","LA","","Does African American literature still exist? Do we want it to? Do we have a choice in the matter? This seminar will examine the different ways in which the category of African American literature has been problematized in the age of the \"post-racial.\" From neo-slave narratives to post-apocalyptic zombie novels  from the urban cityscape to the transnational  from Afro-futurism to the politics of colorblindness  the extraordinary range of texts being produced by the contemporary black writer both challenges and reaffirms the continuing vitality of the long tradition of African American letters."
"1162","008343","Religion and Secularism","WRI 133","","","See the Princeton Writing Program website."
"1162","010547","Sociological Studies of Inequality(Half -Term)","WWS 590 SOC 571","","","This segment of the JDP seminar covers theory and research on social stratification  the major subfield in sociology that focuses on inequality. Course begins by reviewing major theories  constructs  measures  and empirical work on inequality. Weeks two through six focus on institutions that are expected to produce (and reproduce) inequalities  including families  neighborhoods  schools  labor markets  and penal policy."
"1162","007001","Topics in Policy Analysis (Half-Term) - Sociological Perspectives on Inequality","WWS 594","","","Course covers theory and research on social stratification  the major subfield in sociology that focuses on inequality. We begin by reviewing major theories  constructs  and empirical work on inequality. Weeks 2 -6 focus on institutions that mediate the transmission and reproduction of inequality  including families  schools  neighborhoods  labor markets  and the criminal justice system."
"1162","013276","Israeli Scenes: People and Places in Israeli Film  Letters  and Music","HEB 303","","Successful completion of HEB 107 \"Intermediate Hebrew II\" or  with instructor approval  the equivalent..","For students with solid grounding in Modern Hebrew. Develop proficiency in speaking  listening  reading and writing. Master complex grammatical structures  registers  idiomatic expressions  and fluency. Enhance socio-cultural understanding of Israel via virtual tour. Through texts  films  TV series  songs  and so on  become aware of relations/tensions between center and periphery  Jerusalem and Tel Aviv  and other contrasting interests. Speak Hebrew with structural accuracy and vocabulary to participate in most conversations on practical  social and political topics  and to navigate knowledgeably cultural checkpoints."
"1162","012080","Early Christian Biblical Interpretation","NES 344","HA","No prerequisites  or restrictions. Primary sources will be read in English translation..","In this seminar  we shall study the ways in which the Christian Bible  comprising the Old and the New Testament  was interpreted in the early Church. After a broad survey of the history of Biblical interpretation to the end of the sixth century  we shall focus on the exegesis of specific Biblical themes (The Creation Narrative; the Story of Cain and Abel; the Sacrifice of Isaac; themes from the Book of Daniel; the Adoration of the Magi; Christ's Entry into Jerusalem; Lazarus and the Rich Man). Primary sources will be read in English translation."
"1162","013377","Culture and the Soul","FRS 125","EM","","See website"
"1162","003150","Studies in German Language and Style: Society  Politics  and Culture in Germany  1890-1945","GER 207","","GER 107 or permission of the instructor..","This course will tackle exemplary works of modern German society and culture  including literature  art  film  essays  speeches  and autobiographies. It offers an introduction to the most important events and issues from the first half of the century: the foundation of the German state  Berlin as a modern metropolis  World War I  the rise of National Socialism. Intensive practice in spoken and written German with an emphasis on vocabulary acquisition and complex syntactical forms."
"1162","002123","Advanced Topics in Computer Science - Automated Reasoning about Software","COS 597","","Prerequisite: COS 226.","An introduction to algorithmic techniques for reasoning about software. Students learn the basics of modern Boolean Satisfiability (SAT) solvers and Satisfiability Modulo Theory (SMT) solvers  and their applications in techniques for verification  analysis  and synthesis of software. The course covers techniques like model checking  invariant generation  symbolic execution  and syntax-guided synthesis."
"1162","012829","Youth and Youth Movements in the Modern Middle East","NES 327 GSS 326 HUM 328","SA","","The course will examine the experiences of young people as a lens onto the texture of everyday life in the Middle East  including during the historical upheavals of decolonization  the Arab-Israeli conflict  the 1979 Iranian revolution  the Lebanese Civil War  and the Arab Spring. We will also look at a variety of oppositional youth movements over the past century; political and cultural  secular and Islamic  reformist and revolutionary; to explore questions around generational ruptures and affinities  as well as how these might relate to other affiliations such as those of nation  class  and gender."
"1162","000283","Introduction to Architectural Thinking","ARC 203","LA","","The objective of this course is to provide a broad overview of the discipline of architecture: its history  theories  methodologies; its manners of thinking and working. Rather than a chronological survey  the course will be organized thematically  with examples drawn from a range of historical periods as well as contemporary practice. Through lectures  readings  and discussions every student will acquire a working knowledge of key texts  buildings and architectural concepts."
"1162","008152","Advanced Persian Reading I","PER 302","","Two years of Persian or permission of instructor.","This course is designed to improve the student's proficiency in the reading and comprehension of Persian texts. The emphasis is on reading and understanding and translating modern and classical prose. In the Advanced Persian course students are also expected to write essays in Persian during the course of the semester. Advanced Persian Reading class will be conducted in Persian."
"1162","008867","A Nation of Immigrants","WRI 159","","","See the Princeton Writing Program website."
"1162","005800","Topics in Environmental Studies - American Land Use and Environmental Policy","ENV 305","","","Americans have built and preserved an astounding variety of environments. The course examines the evolving complex of incentives and regulations that drove the choices of where and how places developed. It focuses on the emergence of land-use and environmental planning as a way to encourage or discourage growth and to mitigate or intensify its environmental  social  and economic effects.We will examine the latest tools for building and protecting the American landscape. Case studies include Southern California  New Haven  the American Great Plains  and others. Analysis will be from historical  policy-oriented  and predictive perspectives."
"1162","012420","Painting Without Canvas","VIS 370","LA","Intro. Painting (VIS 203/204) and/or Intro. Drawing (VIS 201/202) and/or Intro. Sculpture (VIS 221/222) and/or Ceramic Sculpture (VIS 331) and/or Intro Photo and/or Intro Video/Film.","This course investigates painting as a medium in the widest possible sense; as pictorial representation  assemblage  concrete color  spatial intervention; installation  performance and multimedia. Students will look at an array of objects  practices  and techniques that challenge conventional definitions of painting. Throughout  an underlying question of \"what counts\" as painting will be examined. However  this class is neither a historical narrative nor a deductive reasoning of what painting is or might mean. Rather  these questions will evolve through the studio processes of experimentation  contemplation and making."
"1162","003936","Introduction to Classical Japanese","JPN 403","","Two years of modern Japanese..","Introduction to the fundamentals of classical Japanese grammar. This course trains students to read premodern Japanese historical and literary texts. Texts: Makura no Soshi  Taketori Monogatari  Ujishui Monogatari  Hyakunin Isshu  etc."
"1162","011922","Russian Language Pedagogy","SLA 535","","Open to Graduate Students Only.","A practical course required of graduate students who are teaching beginning Russian. The course will cover all issues relevant to the teaching of the language: phonetics  grammar presentation  efficient use of class time  class and syllabus planning  writing quizzes and tests. In addition to weekly meetings with the instructors  students will be expected to meet as a group to develop best practices for covering each week's material. An important part of the course will be instructor supervision of teaching."
"1162","013235","Sex and Salvation in Early Christian Literature","CLA 245 HLS 244 GSS 245 MED 244","LA","","Why did sex become so prominent in the moral imagination of early Christianity? How did the fate of the soul become so dependent on the sexual discipline of Christians? We will read a wide variety of late antique and early medieval texts which explore  prescribe  and aestheticize physical love and relate its consequences for sin and salvation in later Roman society. The course will emphasize literary as well as social history."
"1162","009151","The Political Economy of Health Systems","WWS 597","","","This course explores the professed and unspoken goals nations pursue with their health systems and the alternative economic and administrative structures different nations use to pursue those goals. The emphasis in the course will be on the industrialized world  although some time can be allocated later in the course to approaches used in the developing countries  if students in the course desire it."
"1162","001799","Advanced Thermodynamics","CBE 503 MSE 521","","","Derivation of the laws of thermodynamics starting from postulates based on everyday experience. Application of thermodynamic principles to the solution of practical problems in modern chemical engineering. Microscopic and statistical basis of thermodynamics."
"1162","011955","Advanced Political Institutions","POL 581","","","Designed to expose students to substantive and methodological controversies that are currently engaging scholars of political institutions. Integrates theoretical and quantitative skills by focusing on the processes of extracting hypotheses from formal models  stating hypotheses in a manner conducive to tests  collecting data  conducting tests  and making inferences. Assumes prior completion of POL 542."
"1162","002566","Advanced Topics in Computer Engineering - RF and High-speed Circuits and Systems","ELE 580","","Basic understanding of semiconductor devices  analog circuits  electromagnetism and Fourier and Laplace analysis..","The course covers topics related to design of high-frequency and high-speed circuits  both at the transistor and system-level  with emphasis on design of modern RF and wireless communication ICs. The topics covered are basic RF design concepts  modern integrated circuit technologies (such as SiGe and CMOS)  fundamental limitations of speed of operation of transistors  high-frequency and wideband amplifiers  low-noise amplifiers  concepts of impedance matching  physics of noise  frequency-translational circuits such as mixers  oscillators and phase noise  frequency-synthesis and phase-locked loops."
"1162","000326","Architecture Design Studio","ARC 501","","","Design Studio"
"1162","012846","Fall Film Seminar","VIS 417","LA","Open to VIS Certificate/Film Concentrators only AND/OR MUST have completed two film production courses from among the following: VIS 261  VIS 262  VIS 263  VIS 264  VIS 362  VIS 438  VIS 462. FOR ENROLLMENT  PLEASE CONTACT PROFESSOR JOE SCANLAN AT: JSCANLAN@PRINCETON.EDU.","This class will explore the art of filmmaking by investigating the relationship between director  actor  and script. By focusing on capturing good performances on film  students will not only learn how to direct their work but also how to better plan the writing  casting  and shooting of a film to better serve their actors  and vice versa. Through screenings of award-winning films  informal class discussions  and practical workshops  students will learn how to conceptualize the entire film production process as well as be introduced to accomplished professionals in the field."
"1162","006306","Dostoevsky","SLA 416 RES 416","LA","","The goal of the course is to acquaint students with the evolution of Dostoevsky's writings. A multi-faceted approach is used for coming to grips with the works. The focus is on stylistic  ethical  religious  philosophical  and political dimensions of his art as well as on ways in which Dostoevsky fits into the cultural milieu of his time. Both non-Slavic Department and Departmental students are welcome."
"1162","009747","Fetishism","WRI 188","","","See the Princeton Writing Program website."
"1162","004399","When Music Is Made","MUS 104","LA","","An introduction to the fundamentals of music theory through exercises in melody  harmony  composition  ear-training  transcription  instrumentation and analysis. A variety of music will be studied. The main emphasis in the course will be on the practical and creative application of these skills in small composition and songwriting assignments."
"1162","010110","Intensive Fourth-Year Modern Chinese I","CHI 405","","CHI 305  CHI 306 or instructor's permission..","Reading and discussion based on Chinese scholarly journals  popular essays  and newspaper articles. Students are exposed to a variety of modern Chinese literary genres  as well as some of the major substantive issues that modern Chinese intellectuals have faced."
"1162","005374","Seminar in Comparative Politics - Themes in African Politics","POL 433","SA","","This course covers selected topics in contemporary African politics. We first highlight recent events in African history as well as contemporary African political issues. We then cover specific topics in greater detail including clientelism  democratization  and ethnic politics. We finally look at the historical legacies that continue to affect Africa's political landscape."
"1162","006842","Domestic Politics","WWS 521","","","An introduction to the political analysis of policy making in the American setting. The course includes theoretical and empirical analyses of political institutions  including executives  legislatures  and bureaucracies. It also examines the political environment in which these institutions operate  with special attention given to the role of public opinion  interest groups  and elections."
"1162","002918","The Classical Tradition - Academic Publishing in the Age of Louis XIV","FRE 515","","","One of the most important cultural developments of 17th-century France was the establishment of royal academies of arts and sciences. This seminar will focus on the multifaceted academic activities and publications during the reign of Louis XIV  ranging from art criticism and botany to historiography and lexicography. We will examine closely several complex book projects in which the leading artists and intellectuals of the time collaborated more or less successfully and harmoniously. Throughout the semester  the class will make intensive use of original editions and other materials in Firestone and Marquand libraries."
"1162","008947","Intermediate Swahili I","SWA 105","","SWA 101 and 102 or instructor's permission..","This second year Swahili course focuses on enhancing the communicative skills acquired in the first year. Instruction is done through reading  writing  speaking and listening activities on cultural content that review and consolidate already acquired language skills. The course infuses cultural and socio-political aspects of life in East Africa with more complex grammatical concepts such as the subjunctive  grammar infixes  and relative clauses. Students are also introduced to intermediate-level reading and writing in Kiswahili."
"1162","006061","Religion and the Tradition of Social Theory","REL 501","","","A critical introduction to developments in social theory that have influenced the academic study of religion  including the classic contributions of Marx  Durkheim  and Weber as well as more recent debates in anthropology and cultural theory. Required of  and designed for  first- and second-year graduate students in religion; others must receive the instructor's permission to enroll."
"1162","000623","Seminar. Medieval Art - Writing on the Image","ART 430 HLS 430 MED 430","LA","At least one course in any field of Art History is required from Art History majors. Students who are majors in other disciplines (History  Religion etc.) should seek permission from the instructor..","This seminar investigates the presence of words on images. It will ask how signatures  titles  epigrams  quotations  names  prayers  graffiti and other verbal traces on the surface of the work of art challenge our assumptions of representation  introducing speech acts  memorials  frames  possession  and origins into this visual economy. Our focus will be on Byzantine art  using a range of media: icon  ivory  enamel  manuscript  architecture. No previous knowledge of Byzantine art is necessary. Students will be able to write on non-Byzantine topics."
"1162","000405","Computing and Imaging in Architecture","ARC 574","","","This course on digital media infrastructure will explore breaking technologies of fabrication  modeling and design based on production pipelines pioneered by the film and gaming industries--pipelines we will author in CATIA  McNeel's Rhino/Grasshopper  and Bentley's Generative Components. A series of formal experiments will be carried out each culminating in the fabrication of rapid prototypes using the CNC mill and the InVision 3D printer  explicitly challenging conventional modes of practice and seeking insight into new forms of organization  techniques and operative procedures."
"1162","013284","Linguistics of American Sign Language","LIN 312 TRA 312","EC","LIN 201 Required..","Linguistic analysis of American Sign Language  covering phonology  syntax  and semantics."
"1162","013410","Selected Topics in Computer Engineering and Information Sciences and Systems","ELE 518","","","This course will introduce first year graduate students to the research of the faculty in the area of Computer Engineering and Information Sciences and Systems. It will help first year graduate students find a research advisor."
"1162","003401","The Russian Empire: From Peter the Great to Nicholas II","HIS 360","HA","P/D/F option not available to History concentrators. No prior knowledge of Russian history or the Russian language required or necessary..","This course is a survey of Russian history from the late 1600s to the fall of the Romanov dynasty in 1917. During this period Russia emerged as one of the greatest powers in Europe and Asia. In 1917  it collapsed  and the first socialist state grew up on the debris of the former Empire. In this course we'll analyze the causes of Russia's enormous territorial growth and the reasons for its backwardness; explore why the Russian monarchy outlived other European monarchies and escaped the turmoil of the 19th century revolutions; and pay attention to the development of Russian art  culture  and intellectual life."
"1162","006538","Sociology of Culture (Half-Term)","SOC 521","","","The course provides an introduction to the sociology of culture  exploring work that draws on different theoretical traditions  addresses different scales of analysis  and employs different research methods. Topics include culture and cognition  Weberian (ideas  status cultures)  Durkheimian (ritual  social classification)  and Marxian (hegemony  ideology) traditions  production of culture  and new modeling approaches to the study of cultural change."
"1162","010031","War and Politics in the Modern Middle East","NES 315","SA","Although exposure to strategic thought and/or Middle Eastern history may be useful  there are no prerequisites..","Drawing on case studies of Middle Eastern wars  this course examines the changing nature of warfare from the second half of the twentieth century through the present day. The course begins with Clausewitz's theory of war and examples of conventional state warfare in the Middle East. It then moves on to cases of insurgency and so called fourth generation warfare and uses them to test Clausewitz's ideas and less state-centric alternatives. The goal of the course is to compel students to think seriously and critically about war and the ways in which it is and is not changing in the twenty-first century."
"1162","009955","Elementary Biblical Hebrew I","JDS 302 NES 302 REL 302","","Class meets four times per week. The fourth meeting is a required precept  which will be scheduled at the beginning of the semester..","Students will achieve a basic ability to read the Hebrew Bible in the original language. During the semester  students will learn the script and the grammar  develop a working vocabulary  and read a selection of Biblical passages. The course is designed specifically and exclusively for beginners with little or no previous knowledge of the language. Students with prior experience in the language should contact the instructor about course alternatives."
"1162","004878","Elementary Korean I","KOR 101","","No credit is given for KOR 101 unless it is followed by KOR 102. This is a 5 day/week course..","Elementary Korean is designed for beginning students who intend to build a solid foundation for further study in the Korean language. The course provides four balanced language skills - listening  speaking  reading  and writing - needed for basic communication. It emphasizes the ability to use Korean appropriately and introduces students to useful information concerning culture and daily life in Korea."
"1162","007251","Special Topics in Film History - Stylistics of Film Masterpieces","VIS 344","LA","","This seminar will examine film masterpieces from the silent period (1895-1930) to the rise of video (1930-1970). Only films on celluloid will be shown and screenings are obligatory."
"1162","006760","Public Economics","WWS 307 ECO 349","SA","ECO 100 and ECO 101.","The role of government in promoting efficiency and equity in the U.S. economy. Conditions when markets fail to be efficient. Problems with government allocation of resources. Economic analysis and public policies regarding health care  education  poverty  the environment  financial regulations and other important issues."
"1162","012861","Economic Inequality and the Role of Government","ECO 343","SA","ECO 300 or 310.","In the US and many other developed countries  economic inequality has risen to historic levels in recent decades. What are the causes of this trend -- \"natural\" market forces (e.g.  globalization?) or changes in public policy (e.g.  erosion of the minimum wage)? Are measures currently proposed to counteract inequality and poverty -- e.g  progressive taxation  transfer programs to low-income families  public insurance programs such as Medicare -- effective? An emphasis is placed on understanding what basic microeconomic theory as well as empirical evidence can (and cannot) tell us about these questions."
"1162","013398","Reproductive Politics in the United States and Abroad since 1945","GSS 337","SA","","Questions of who should have access to abortion  adoption and birth control and who should be allowed to procreate and parent have underpinned major social struggles in the United States and abroad. How the state  medical experts  religious authorities  activists and everyday people have answered these questions has changed substantively over time and differed across and within cultures. This course takes an expansive view of the histories of reproductive politics in order to locate these debates within United States while situating the United States within a broader global conversation over reproductive access and justice."
"1162","008341","Posthuman  The","WRI 131","","","See the Princeton Writing Program website."
"1162","001435","Microeconomic Theory I","ECO 501","","","First term of a two-term sequence in microeconomic theory. Topics include consumer and producer theory  choice under uncertainty and an introduction to game theory."
"1162","001463","International Monetary Theory and Policy I","ECO 553","","","This sequence (with ECO 554) develops core models of international finance and open-economy macroeconomics  and surveys selected current research topics in the field. Topics treated in the first semester include: the intertemporal approach to the current account; the determination of real exchange rates  and purchasing power parity; international CAPM and uncovered interest rate parity; sovereign debt crisis; speculative attacks and liquidity crises; international risk sharing and capital flows  home bias  and the stability of the international financial system."
"1162","003301","Elementary Hebrew I","HEB 101","","No credit is given for HEB 101 unless it is followed by HEB 102..","This course is designed for students with little or no previous exposure to modern Hebrew. Over the fall semester  students will become familiar with the Hebrew alphabet  and acquire rudimentary skills in reading  writing  speaking and comprehending modern Hebrew. By the end of the semester  students will be able to read short texts  construct normative sentences  and conduct simple conversations. In addition  a wide range of audiovisual materials will provide the students with an immersive environment  contextualize their knowledge of the language  and help them gain an understanding of life and culture in Israel."
"1162","007999","Probability and Stochastic Systems","ORF 309 EGR 309 MAT 380","","MAT 201 or permission of the instructor..","An introduction to probability and its applications. Topics include: basic principles of probability; Lifetimes and reliability  Poisson processes; random walks; Brownian motion; branching processes; Markov chains"
"1162","013068","Being and Doing: Dance for Every Body","DAN 214","LA","","This studio course is open to beginning and advanced dancers. We'll explore dance as a way to deepen both our self-knowledge and engagement with others. We'll delve into dance as meditation  using tools from ecstatic dance  yin yoga  and improvisation to establish a personal practice. We'll examine genre-bending performances occurring outside of theaters and study how dance reflects - and can change - contemporary issues  taking up such taking up such topics as power  class  race  and gender. In final creative projects  we'll look at dance artists as entrepreneurs and catalysts for change in our own communities."
"1162","007960","Independent Study","CEE 375","","","Independent Study in the student's area of interest. The work must be conducted under the supervision of a faculty member and must result in a final paper. Permission of advisor and instructor are required. Open to sophomores and juniors. Must fill out Independent Study form."
"1162","013381","Citizenship","FRS 145","EM","","See website"
"1162","001442","Advanced Econometrics: Time Series Models","ECO 513","","","Concepts and methods of time series analysis and their applications to economics. Time series models to be studied include simultaneous stochastic equations  VAR  ARIMA  and state-space models. Methods to analyze trends  second-moment properties via the auto covariance function and the spectral density function  methods of estimation and hypothesis testing and of model selection will be presented. Kalman filter and applications as well as unit roots  cointegration  ARCH  and structural breaks models are also studied."
"1162","009104","Journeys in Portuguese: Studies in Language and Culture","POR 208","","POR 109 or instructor's permission..","Designed as a journey through the Lusophone world this course seeks to present the Portuguese language in context by exploring historical  social  political and cultural aspects of Brasil  Portugal  and Lusophone Africa through the media  literature  film  music and other realia. Students will increase their fluency and accuracy in both written and spoken Portuguese  broadening their vocabulary and mastery of syntax through textual analysis  discussions  oral presentations and grammar review. An advanced language course and overview of the Lusophone world  POR 208 seeks to prepare students for further study of literature and culture."
"1162","011210","Decoding Dress","WRI 196","","","See the Princeton Writing Program website."
"1162","013234","Topics in Arabic Language and Culture - Reading Arab Authors from the Age of the Arab Renaissance","ARA 403","","Successful completion of ARA 302 or the permission of the Arabic Program..","Through readings drawn the era of the Nahda  students will develop their skills in listening  speaking  writing and reading via the reading and discussion  in Arabic  of a variety of texts  including works on history  autobiography  politics  religion and the social sciences. Analytical and compositional skills will be honed  and students will be expected to prepare an individual final reading and writing project for the course."
"1162","002851","Intermediate French","FRE 105","","Typically two to five years of high school French. Appropriate score on the Princeton French Language Placement Test  or special permission of the Placement Officer..","The main objective of this course is to develop your listening  speaking and writing skills  while allowing you to strengthen your knowledge of contemporary French society and culture. There is a thorough review of French grammar and a wide range of communicative activities chosen to improve proficiency and give practice of newly acquired linguistic material. The course aims at building your confidence in French  while giving you a foundation for the understanding and appreciation of French-speaking cultures and exposing you to their rich literary and artistic productions. A wide range of authentic material will be offered  including films."
"1162","004489","Topics in Music from 1600 to 1800","MUS 519","","","This seminar will focus on opera in seventeenth-century Venice  with emphasis on the works of Francesco Cavalli  whose works dominated the Venetian opera stage from the opening of the first public opera theaters in the late 1630s until his death in 1676. Issues to be considered include: sources and editing problems: librettos as literature and print culture; interpretative issues (including gender and sexuality); finances; stage design and machinery; performance practice; recent productions."
"1162","005436","Quantitative Analysis I","POL 571","","","This is a first course in statistics for social scientists. Students will learn to explore data creatively and to conduct straightforward statistical analyses. Basic probability and statistical theory will also be taught. There is no prerequisite except high school mathematics and a willingness to learn elementary calculus."
"1162","002335","Structure and Properties of Materials","MAE 324 MSE 324","","It is expected all students will have completed the BSE freshman requirements of chemistry  physics  and math or their equivalent. MAE 221 recommended but may be taken concurrently. Audit option available only for non-departmental students..","Relates to the structures  properties  processing and performance of different materials including metals  alloys  polymers  composites  and ceramics. This course also discusses how to select materials for engineering applications. This course satisfies the MAE departmental requirement in materials as well as the MSE certificate core requirement."
"1162","004955","The Philosophy of Aristotle - Value  Motivation  and Agency in Aristotle's Nicomachean Ethics","PHI 501 CLA 519","","","Aristotle's Nicomachean Ethics  with special focus on questions about the nature of value  motivation  and agency."
"1162","005122","Introductory Physics I","PHY 101","STL","Completion of laboratory experiments is mandatory. A working knowledge of algebra (up to quadratic equations) and trigonometry (solving triangles  vector projection) is required..","The course is concerned with an introduction to the fundamental laws underlying physics and having general application to other areas of science. The treatment is complete and detailed; however  less mathematical preparation is assumed than for PHY 103-104. Mechanics and thermodynamics are treated quantitatively with a special emphasis on problem solving. In the spring semester PHY 102 covers electricity and magnetism  optics and relativity using the topics treated in PHY 101."
"1162","008589","Voting","WRI 157","","","See the Princeton Writing Program website."
"1162","012480","Film and Television Review: The Princeton Buffer","ENG 359","LA","To apply  please send an email to Diana Fuss (dfuss@princeton.edu) with a note about your interest in writing  in film or television  or in both. There are no prerequisites for this course  though preference will be given to students with strong writing skills or an interest in journalism. Students from any major are welcome to apply..","This course will continue to build the university's new film and television review  The Princeton Buffer (https://princetonbuffer.princeton.edu/). Participants will function as editorial board members for the blog  providing content  deciding policies  and shaping opinion. Combining both individual and collaborative exercises  coursework will focus on writing and editing reviews of film  television  and video as we experiment with new ways to think  talk  and blog about media."
"1162","010531","Introduction to Screenwriting: Adaptation","CWR 448 VIS 448","LA","Interested students complete a creative writing application (please visit the program website) by attaching a statement about why they want to take the course and  optionally  a 3-4 page creative writing sample in any genre. Application deadline is April 17  2015..","This course will introduce students to Screenwriting Adaptation techniques  focusing primarily on the challenges of adapting \"true stories\" pulled from various non-fiction sources. The class will address the ethics of adaptation  questions and techniques surrounding the need to fictionalize truth for dramatic purposes  as well as touching on the differences between fictional and nonfictional original materials. Students will be exposed to various contemporary non-fiction adaptations  and will write a short film (under 15 pages) and one longer project (30 pages)."
"1162","005955","The Buddhist World of Thought and Practice","REL 225","HA","","This course surveys the development of Buddhism from its beginnings in India through some of its later forms in East Asia  Tibet  and the West. Attention will be given to continuity and diversity within Buddhism  its modes of self-definition as a religious tradition  the interplay of its practical and trans-worldly concerns  and its transformations in specific historical and cultural settings."
"1162","012632","Topics in Conformal and Cauchy-Rieman (CR) Geometry - Recent Developments in Conformal Geometry","MAT 558","","Undergraduates require permission of the instructor.","This course covers current topics in Conformal and Cauchy-Rieman (CR) Geometry. More specific topic details are provided when the course is offered."
